[TEXTURES]
100	textures\mario.png	255	255	255
20	textures\misc.png	176	224	248
10	textures\enemies.png	3	26	110
0	textures\mario\mario.png	255	255	255
1	textures\enemies\enemies.png	255	255	255
30000	textures\tilemap\map1.png	250	250	250


[MAPBACKGROUND]
# idtexture columnMap rowMap columnTileSet rowTileSet maxTileSet pathfile
30000	88	22	12	21	243	textures\tilemap\map1.txt

[SPRITES]
#    --- MARIO SMALL --- start with id = 10000

# idle small right
10000	217	77	229	104	0
10001	217	89	229	104	0

# walk right
10002	217	89	229	104	0		
10003	257	89	272	105	0

# jump right
10004	335	89	351	105	0

# kick right
10005	255	129	271	145	0	

# take tortoiseshell right
10006	336	169	350	185	0
10007	377	169	392	185	0

# turn right
10008	216	129	230	145	0

# run fast right
10009	215	169	231	185	0
10010	255	169	271	185	0

#max power right
10011	336	209	350	225	0

# idle small left
10016	177	77	189	104	0
10017	177	89	189	104	0
# walk left
10018	177	89	189	104	0
10019	135	89	150	105	0
# jump left
10020	55	89	71	105	0

# kick left
10021	135	129	151	145	0

# take tortoiseshell left
10022	56	169	70	185	0
10023	15	169	30	185	0

# turn left
10024	176	129	190	145	0

# run fast left
10025	175	169	191	185	0
10026	135	169	151	185	0

#max power left
10027	56	209	70	225	0


#    --- MARIO BIG --- start with id = 10031

# idle right
10031	216	243	230	270	0

# walk right
10032	255	243	271	270	0
10033	295	244	311	270	0

# jump right
10034	335	244	351	270	0

# kick right
10035	252	283	273	310	0

# take tortoiseshell right
10036	331	323	345	350	0
10037	357	323	372	350	0
10038	382	323	397	350	0

# turn right
10039	215	283	231	311	0

# run fast right
10040	213	323	232	350	0
10041	253	323	272	350	0
10042	293	324	312	350	0

# sit right
10043	376	248	390	266	0

# max power right
10044	333	364	352	390	0

# idle left
10051	176	243	190	270	0

# walk left
10052	135	243	151	270	0
10053	95	244	111	270	0

# jump left
10054	55	244	71	270	0

# kick left
10055	133	283	154	310	0

# take tortoiseshell left
10056	61	323	75	350	0
10057	35	323	50	350	0
10058	10	323	25	350	0

# turn left
10059	175	283	191	311	0

# run fast left
10060	174	323	193	350	0
10061	134	323	153	350	0
10062	94	324	113	350	0

# sit left
10063	16	248	30	266	0

# max power left
10064	54	364	73	390	0


#    --- MARIO TAIL --- start with id = 10071

# idle right
10071	212	443	233	471	0

# walk right
10072	236	443	259	471	0
10073	262	443	284	471	0
10074	291	443	314	470	0

# jump right
10075	331	443	354	470	0
# kick right
10076	247	483	269	511	0

# take tortoiseshell right
10077	322	523	343	551	0
10078	352	523	374	551	0
10079	382	523	405	551	0

# turn right
10080	215	482	231	512	0

# run fast right
10081	211	523	235	551	0
10082	251	523	275	551	0
10083	291	523	315	551	0

# fly low right
10084	211	603	234	630	0
10085	252	603	274	631	0

# fly high right
10086	291	603	315	631	0
10087	331	603	355	630	0
10088	371	603	395	630	0

# sit right
10089	372	448	394	466	0

# idle left
10095	173	443	194	471	0
# walk left
10096	147	443	170	471	0
10097	122	443	144	471	0
10098	92	443	115	470	0

# jump left
10099	52	443	75	470	0

# kick left
10100	137	483	159	511	0

# take tortoiseshell left
10101	63	523	84	551	0
10102	33	523	55	551	0
10103	2	523	25	551	0

# turn left
10104	175	482	191	512	0

# run fast left
10105	171	523	195	551	0
10106	131	523	155	551	0
10107	91	523	115	551	0

# fly low left
10108	172	603	195	630	0
10109	132	603	154	631	0

# fly high left
10110	91	603	115	631	0
10111	51	603	75	630	0
10112	11	603	35	630	0

# sit left
10113	12	448	34	466	0

# fight left
10114	355	483	371	511	0
10115	147	443	170	471	0
10116	390	483	406	511	0
10117	236	443	259	471	0


#    --- MARIO FIRE --- start with id = 10121

# idle right
10121	216	683	230	710	0
# walk right
10122	255	683	271	710	0
10123	295	684	311	710	0
# jump right
10124	335	684	351	710	0

# kick right
10125	252	723	273	750	0

# take tortoiseshell right
10126	331	763	345	790	0
10127	357	763	372	790	0
10128	381	764	397	790	0

# turn right
10129	215	723	231	751	0

# run fast right
10130	213	763	232	790	0
10131	253	763	272	790	0
10132	293	764	312	790	0	

# sit right
10133	376	688	390	706	0

# shoot fire right
10134	366	803	380	830	0
10135	386	803	400	830	0

# max power right
10136	333	804	352	830	0

# idle left left
10141	176	683	190	710	0

# walk left
10142	135	683	151	710	0
10143	95	684	111	710	0

# jump left
10144	55	684	71	710	0

# kick left
10145	133	723	154	750	0

# take tortoiseshell left
10146	61	763	75	790	0
10147	35	763	50	790	0
10148	10	764	26	790	0

# turn left
10149	175	723	191	751	0

# run fast left
10150	174	763	193	790	0
10151	134	763	153	790	0
10152	94	764	113	790	0

# sit left
10153	16	688	30	706	0
# shoot fire left
10154	26	803	40	830	0
10155	6	803	20	830	0

# max power
10156	54	804	73	830	0



#    --- MARIO SPECIAL --- start with id = 15000
# mario small world map
15000	16	9	30	25	0
15001	16	49	30	65	0

# mario big world map
15002	15	283	31	310	0

# mario tail world map
15003	35	483	51	511	0

# mario fire world map
15004	15	723	31	750	0

# mario die
19999	375	209	391	225	0

# ****** ------ ******

#    --- KOOPAS --- start with id = 20000
# walking right
20001	215	199	231	225	1
20002	255	198	271	225	1

# walking left
20003	165	199	181	225	1
20004	125	198	141	225	1

# hide (stone)
20005	50	204	66	220	1

# spin
20006	15	204	31	220	1
20007	15	229	31	245	1
20008	15	254	31	270	1


#BRICK
29001	408	225	424	241	20
#GOOMBA
30001	5	14	21	29	10
30002	25	14	41	29	10
#die
30003	45	21	61	29	10

#max power
#10102	336	209	350	225	0

#brick with question mark animation
40001	300	117	316	133	20
40002	318	117	334	133	20
40003	336	117	352	133	20
40004	355	117	370	133	20




[ANIMATIONS]

# ==== MARIO SMALL ==== start with id = 1000 
# idle small right
1000	10001	100
# idle small left
1001	10017	100

# walk right small
1002	10003	80	10002	80
# walk left small
1003	10019	80	10018	80

# run fast right small
1004	10009	50	10010	50
# run fast left small
1005	10025	50	10026	50

# jump right small
1006	10004	100
# jump left small
1007	10020	100

# kick right small
1008	10005	100
# kick left small
1009	10021	100

# idle small right get tortoiseshell 
1010	10006	100
# idle small left get tortoiseshell
1011	10022	100

# walk right small get tortoiseshell
1012	10006	50	10007	50
# walk left small get tortoiseshell
1013	10022	50	10023	50

# right small jump get tortoiseshell
1014	10007	100
# left small jump get tortoiseshell
1015	10023	100

# turn right small
1016	10008	100
#turn right small
1017	10024	100

# max power small right
1018	10011	100
# max power small left
1019	10017	100

# walk right small
1020	10003	40	10002	40
# walk left small
1021	10019	40	10018	40

# ==== MARIO BIG ==== start with id = 1030
# idle big right
1030	10031	100
# idle big left
1031	10051	100

# walk right big
1032	10031	80	10032	80	10033	80
# walk left big
1033	10051	80	10052	80	10053	80

# run right big
1034	10031	40	10032	40	10033	40
# run left big
1035	10051	40	10052	40	10053	40

# jump right big
1036	10034	100
# jump left big
1037	10054	100

# kick right big
1038	10035	100
# kick left big
1039	10055	100

# idle big right get tortoiseshell 
1040	10036	100
# idle big left get tortoiseshell
1041	10056	100

# right big get tortoiseshell
1042	10036	50	10037	50	10038	50
# left big get tortoiseshell
